origin_city,destination_city,average_time
"Medford, OR","Modesto, CA",84.0
"Medford, OR","Phoenix, AZ",153.28
"Medford, OR","Portland, OR",63.91
"Medford, OR","Salt Lake City, UT",158.35
"Medford, OR","San Francisco, CA",93.33
"Medford, OR","Santa Barbara, CA",143.0
"Melbourne, FL","Atlanta, GA",98.8
"Memphis, TN","Atlanta, GA",140.26
"Memphis, TN","Austin, TX",113.91
"Memphis, TN","BWI Airport, MD",189.02
"Memphis, TN","Baton Rouge, LA",77.41
"Memphis, TN","Birmingham, AL",60.9
"Memphis, TN","Boston, MA",246.29
"Memphis, TN","Charleston, SC",165.44
"Memphis, TN","Charlotte, NC",159.94
"Memphis, TN","Chattanooga, TN",121.88
"Memphis, TN","Chicago, IL",119.02
"Memphis, TN","Cincinnati, OH",144.94
"Memphis, TN","Cleveland, OH",175.27
"Memphis, TN","Colorado Springs, CO",84.0
"Memphis, TN","Columbia, SC",154.94
"Memphis, TN","Columbus, OH",159.43
"Memphis, TN","Dallas, TX",101.84
"Memphis, TN","Denver, CO",100.49
"Memphis, TN","Des Moines, IA",101.45
"Memphis, TN","Detroit, MI",175.61
"Memphis, TN","Evansville, IN",65.55
"Memphis, TN","Fayetteville / Springdale, AR",74.58
"Memphis, TN","Fort Lauderdale, FL",197.44
"Memphis, TN","Fort Myers, FL",204.6
"Memphis, TN","Fort Smith, AR",66.86
"Memphis, TN","Grand Rapids, MI",166.52
"Memphis, TN","Greensboro, NC",161.62
"Memphis, TN","Greenville, SC",148.35
"Memphis, TN","Gulfport, MS",78.05
"Memphis, TN","Houston, TX",110.76
"Memphis, TN","Huntsville, AL",56.19
"Memphis, TN","Indianapolis, IN",150.71
"Memphis, TN","Jackson, MS",60.64
"Memphis, TN","Jacksonville, FL",164.75
"Memphis, TN","Kansas City, MO",93.1
"Memphis, TN","Knoxville, TN",138.61
"Memphis, TN","Las Vegas, NV",109.82
"Memphis, TN","Lexington, KY",136.88
"Memphis, TN","Little Rock, AR",53.09
"Memphis, TN","Los Angeles, CA",133.71
"Memphis, TN","Louisville, KY",139.92
"Memphis, TN","Madison, WI",102.81
"Memphis, TN","Miami, FL",198.85
"Memphis, TN","Milwaukee, WI",103.44
"Memphis, TN","Minneapolis, MN",129.3
"Memphis, TN","Mobile, AL",74.76
"Memphis, TN","Moline, IL",89.28
"Memphis, TN","Montgomery, AL",69.65
"Memphis, TN","Nashville, TN",61.26
"Memphis, TN","New Orleans, LA",78.48
"Memphis, TN","New York, NY",227.98
"Memphis, TN","Newark, NJ",229.0
"Memphis, TN","Norfolk, VA",183.64
"Memphis, TN","Oklahoma City, OK",99.84
"Memphis, TN","Omaha, NE",109.53
"Memphis, TN","Orlando, FL",177.6
"Memphis, TN","Panama City, FL",85.72
"Memphis, TN","Pensacola, FL",80.18
"Memphis, TN","Philadelphia, PA",216.53
"Memphis, TN","Phoenix, AZ",110.57
"Memphis, TN","Pittsburgh, PA",173.53
"Memphis, TN","Rdu Airport, NC",174.42
"Memphis, TN","Richmond, VA",183.95
"Memphis, TN","Saint Louis, MO",77.1
"Memphis, TN","San Antonio, TX",124.06
"Memphis, TN","San Diego, CA",117.41
"Memphis, TN","San Francisco, CA",158.32
"Memphis, TN","San Juan, PR",345.31
"Memphis, TN","Savannah, GA",161.33
"Memphis, TN","Seattle, WA",165.52
"Memphis, TN","Shreveport, LA",78.9
"Memphis, TN","Springfield, MO",70.53
"Memphis, TN","Tallahassee, FL",149.92
"Memphis, TN","Tampa, FL",172.36
"Memphis, TN","Tulsa, OK",87.64
"Memphis, TN","Valparaiso, FL",86.27
"Memphis, TN","Washington, DC",182.1
"Memphis, TN","Wichita, KS",99.66
"Memphis, TN","Windsor Locks, CT",244.5
"Meridian, MS","Atlanta, GA",130.61
"Miami, FL","Atlanta, GA",119.73
"Miami, FL","BWI Airport, MD",146.11
"Miami, FL","Boston, MA",189.07
"Miami, FL","Charlotte Amalie, VI",170.74
"Miami, FL","Charlotte, NC",123.22
"Miami, FL","Chicago, IL",140.66
"Miami, FL","Christiansted, VI",180.4
"Miami, FL","Cincinnati, OH",161.16
"Miami, FL","Cleveland, OH",174.71
"Miami, FL","Columbus, OH",160.46
"Miami, FL","Dallas, TX",129.78
"Miami, FL","Denver, CO",143.49
"Miami, FL","Detroit, MI",181.58
"Miami, FL","Eagle, CO",175.73
"Miami, FL","Fayetteville / Springdale, AR",120.82
"Miami, FL","Greensboro, NC",121.87
"Miami, FL","Houston, TX",109.95
"Miami, FL","Indianapolis, IN",173.36
"Miami, FL","Jacksonville, FL",88.0
"Miami, FL","Kansas City, MO",130.42
"Miami, FL","Las Vegas, NV",142.68
"Miami, FL","Los Angeles, CA",162.07
"Miami, FL","Louisville, KY",155.67
"Miami, FL","Memphis, TN",94.64
"Miami, FL","Minneapolis, MN",168.91
"Miami, FL","Nashville, TN",75.08
"Miami, FL","New Orleans, LA",62.66
"Miami, FL","New York, NY",181.95
"Miami, FL","Newark, NJ",188.83
"Miami, FL","Norfolk, VA",132.97
"Miami, FL","Orlando, FL",62.03
"Miami, FL","Philadelphia, PA",168.91
"Miami, FL","Phoenix, AZ",150.94
"Miami, FL","Pittsburgh, PA",153.86
"Miami, FL","Rdu Airport, NC",120.89
"Miami, FL","Richmond, VA",132.93
"Miami, FL","Saint Louis, MO",106.47
"Miami, FL","San Francisco, CA",188.98
"Miami, FL","San Juan, PR",168.29
"Miami, FL","Seattle, WA",213.03
"Miami, FL","Tallahassee, FL",84.61
"Miami, FL","Tampa, FL",60.5
"Miami, FL","Washington, DC",142.93
"Miami, FL","Windsor Locks, CT",163.0
"Midland, TX","Albuquerque, NM",7.31
"Midland, TX","Austin, TX",54.82
"Midland, TX","Dallas, TX",65.01
"Midland, TX","Houston, TX",87.0
"Midland, TX","Las Vegas, NV",15.99
"Milwaukee, WI","Appleton, WI",38.96
"Milwaukee, WI","Atlanta, GA",181.9
"Milwaukee, WI","BWI Airport, MD",177.42
"Milwaukee, WI","Boston, MA",189.55
"Milwaukee, WI","Charlotte, NC",181.5
"Milwaukee, WI","Chicago, IL",57.17
"Milwaukee, WI","Cincinnati, OH",144.76
"Milwaukee, WI","Cleveland, OH",137.45
"Milwaukee, WI","Columbus, OH",136.67
"Milwaukee, WI","Dallas, TX",161.59
"Milwaukee, WI","Dayton, OH",128.75
"Milwaukee, WI","Denver, CO",99.94
"Milwaukee, WI","Des Moines, IA",70.86
"Milwaukee, WI","Detroit, MI",136.12
"Milwaukee, WI","Flint, MI",113.58
"Milwaukee, WI","Fort Myers, FL",232.75
"Milwaukee, WI","Grand Rapids, MI",104.9
"Milwaukee, WI","Green Bay, WI",40.78
"Milwaukee, WI","Houston, TX",179.35
"Milwaukee, WI","Indianapolis, IN",127.7
"Milwaukee, WI","Kansas City, MO",83.0
"Milwaukee, WI","Las Vegas, NV",115.39
"Milwaukee, WI","Los Angeles, CA",143.93
"Milwaukee, WI","Louisville, KY",140.44
"Milwaukee, WI","Madison, WI",38.77
"Milwaukee, WI","Memphis, TN",116.28
"Milwaukee, WI","Minneapolis, MN",80.46
"Milwaukee, WI","Mosinee, WI",50.46
"Milwaukee, WI","Muskegon, MI",97.05
"Milwaukee, WI","Nashville, TN",94.44
"Milwaukee, WI","New York, NY",201.26
"Milwaukee, WI","Newark, NJ",198.48
"Milwaukee, WI","Omaha, NE",91.5
"Milwaukee, WI","Orlando, FL",221.06
"Milwaukee, WI","Philadelphia, PA",185.74
"Milwaukee, WI","Phoenix, AZ",145.38
"Milwaukee, WI","Pittsburgh, PA",147.77
"Milwaukee, WI","Rdu Airport, NC",181.16
"Milwaukee, WI","Saint Louis, MO",82.56
"Milwaukee, WI","Salt Lake City, UT",155.0
"Milwaukee, WI","San Diego, CA",149.5
"Milwaukee, WI","San Francisco, CA",154.3
"Milwaukee, WI","Seattle, WA",136.08
"Milwaukee, WI","Tampa, FL",222.69
"Milwaukee, WI","Washington, DC",177.19
"Milwaukee, WI","Windsor Locks, CT",182.41
"Minneapolis, MN","Albany, NY",202.82
"Minneapolis, MN","Albuquerque, NM",104.78
"Minneapolis, MN","Anchorage, AK",168.17
"Minneapolis, MN","Appleton, WI",68.17
"Minneapolis, MN","Asheville, NC",204.7
"Minneapolis, MN","Atlanta, GA",211.39
"Minneapolis, MN","Austin, TX",163.78
"Minneapolis, MN","BWI Airport, MD",207.65
"Minneapolis, MN","Bangor, ME",216.0
"Minneapolis, MN","Bemidji, MN",56.8
"Minneapolis, MN","Billings, MT",72.01
"Minneapolis, MN","Bismarck, ND",85.54
"Minneapolis, MN","Boise, ID",121.78
"Minneapolis, MN","Boston, MA",231.75
"Minneapolis, MN","Bozeman, MT",93.51
"Minneapolis, MN","Buffalo, NY",187.18
"Minneapolis, MN","Casper, WY",73.29
"Minneapolis, MN","Cedar Rapids, IA",71.54
"Minneapolis, MN","Charleston, SC",223.17
"Minneapolis, MN","Charlotte, NC",210.64
"Minneapolis, MN","Chicago, IL",90.01
"Minneapolis, MN","Cincinnati, OH",172.92
"Minneapolis, MN","Cleveland, OH",174.07
"Minneapolis, MN","Colorado Springs, CO",70.79
"Minneapolis, MN","Columbus, OH",175.8
"Minneapolis, MN","Dallas, TX",150.61
"Minneapolis, MN","Dayton, OH",170.15
"Minneapolis, MN","Denver, CO",67.73
"Minneapolis, MN","Des Moines, IA",71.16
"Minneapolis, MN","Detroit, MI",169.56
"Minneapolis, MN","Duluth, MN",52.59
"Minneapolis, MN","Eagle, CO",92.04
"Minneapolis, MN","Fairbanks, AK",156.25
"Minneapolis, MN","Fargo, ND",66.8
"Minneapolis, MN","Fayetteville / Springdale, AR",114.82
"Minneapolis, MN","Flint, MI",151.83
"Minneapolis, MN","Fort Lauderdale, FL",274.65
"Minneapolis, MN","Fort Myers, FL",260.79
"Minneapolis, MN","Fort Wayne, IN",147.22
"Minneapolis, MN","Grand Forks, ND",72.43
"Minneapolis, MN","Grand Rapids, MI",148.06
"Minneapolis, MN","Great Falls, MT",95.24
"Minneapolis, MN","Green Bay, WI",66.64
"Minneapolis, MN","Greensboro, NC",212.12
"Minneapolis, MN","Hancock, MI",129.06
"Minneapolis, MN","Harrisburg, PA",201.34
"Minneapolis, MN","Hayden, CO",76.37
"Minneapolis, MN","Helena, MT",101.11
"Minneapolis, MN","Honolulu, HI",240.19
"Minneapolis, MN","Houston, TX",180.58
"Minneapolis, MN","Idaho Falls, ID",110.8
"Minneapolis, MN","Indianapolis, IN",163.37
"Minneapolis, MN","International Falls, MN",73.67
"Minneapolis, MN","Jackson, WY",107.0
"Minneapolis, MN","Jacksonville, FL",228.27
"Minneapolis, MN","Kalamazoo, MI",145.83
"Minneapolis, MN","Kansas City, MO",95.4
"Minneapolis, MN","Knoxville, TN",196.04
"Minneapolis, MN","La Crosse, WI",51.24
"Minneapolis, MN","Lansing, MI",145.78
"Minneapolis, MN","Las Vegas, NV",87.74
"Minneapolis, MN","Lincoln, NE",75.62
"Minneapolis, MN","Little Rock, AR",123.42
"Minneapolis, MN","Los Angeles, CA",115.67
"Minneapolis, MN","Louisville, KY",175.08
"Minneapolis, MN","Madison, WI",62.44
"Minneapolis, MN","Memphis, TN",129.06
"Minneapolis, MN","Miami, FL",273.44
"Minneapolis, MN","Milwaukee, WI",72.4
"Minneapolis, MN","Minot, ND",93.67
"Minneapolis, MN","Missoula, MT",108.04
"Minneapolis, MN","Moline, IL",66.08
"Minneapolis, MN","Mosinee, WI",57.75
"Minneapolis, MN","Myrtle Beach, SC",222.0
"Minneapolis, MN","Nashville, TN",126.89
"Minneapolis, MN","New York, NY",229.66
"Minneapolis, MN","Newark, NJ",227.99
"Minneapolis, MN","Norfolk, VA",218.77
"Minneapolis, MN","Oklahoma City, OK",129.75
"Minneapolis, MN","Omaha, NE",74.19
"Minneapolis, MN","Orange County, CA",113.71
"Minneapolis, MN","Orlando, FL",249.14
"Minneapolis, MN","Palm Springs, CA",103.0
"Minneapolis, MN","Philadelphia, PA",217.57
"Minneapolis, MN","Phoenix, AZ",109.8
"Minneapolis, MN","Pittsburgh, PA",182.49
"Minneapolis, MN","Portland, OR",97.95
"Minneapolis, MN","Providence, RI",216.5
"Minneapolis, MN","Rapid City, SD",42.04
"Minneapolis, MN","Rdu Airport, NC",212.49
"Minneapolis, MN","Rhinelander, WI",62.15
"Minneapolis, MN","Richmond, VA",209.84
"Minneapolis, MN","Rochester, MN",46.05
"Minneapolis, MN","Rochester, NY",189.19
"Minneapolis, MN","Sacramento, CA",111.57
"Minneapolis, MN","Saginaw, MI",143.94
"Minneapolis, MN","Saint Louis, MO",99.01
"Minneapolis, MN","Salt Lake City, UT",111.1
"Minneapolis, MN","San Antonio, TX",178.02
"Minneapolis, MN","San Diego, CA",110.55
"Minneapolis, MN","San Francisco, CA",130.11
"Minneapolis, MN","San Jose, CA",126.6
"Minneapolis, MN","San Juan, PR",418.62
"Minneapolis, MN","Savannah, GA",241.6
"Minneapolis, MN","Seattle, WA",98.13
"Minneapolis, MN","Sioux City, IA",64.26
"Minneapolis, MN","Sioux Falls, SD",63.77
"Minneapolis, MN","South Bend, IN",141.37
"Minneapolis, MN","South Burlington, VT",212.0
"Minneapolis, MN","Spokane, WA",67.49
"Minneapolis, MN","Springfield, MO",106.17
"Minneapolis, MN","Tampa, FL",248.31
"Minneapolis, MN","Traverse City, MI",139.48
"Minneapolis, MN","Tucson, AZ",112.41
"Minneapolis, MN","Tulsa, OK",120.31
"Minneapolis, MN","Washington, DC",204.09
"Minneapolis, MN","Waterloo, IA",53.81
"Minneapolis, MN","Wichita, KS",110.26
"Minneapolis, MN","Windsor Locks, CT",214.86
"Minot, ND","Minneapolis, MN",85.96
"Missoula, MT","Chicago, IL",264.56
"Missoula, MT","Denver, CO",114.7
"Missoula, MT","Minneapolis, MN",213.69
"Missoula, MT","Salt Lake City, UT",82.44
"Missoula, MT","San Francisco, CA",71.0
"Mobile, AL","Atlanta, GA",137.46
"Mobile, AL","Chicago, IL",155.55
"Mobile, AL","Dallas, TX",112.54
"Mobile, AL","Houston, TX",98.76
"Mobile, AL","Memphis, TN",84.72
"Modesto, CA","Los Angeles, CA",82.12
"Modesto, CA","San Francisco, CA",39.32
"Moline, IL","Atlanta, GA",175.58
"Moline, IL","Chicago, IL",65.42
"Moline, IL","Dallas, TX",127.47
"Moline, IL","Denver, CO",75.0
"Moline, IL","Detroit, MI",157.88
"Moline, IL","Las Vegas, NV",83.67
"Moline, IL","Memphis, TN",95.75
"Moline, IL","Minneapolis, MN",82.45
"Moline, IL","Orlando, FL",208.12
"Monroe, LA","Atlanta, GA",153.98
"Monroe, LA","Dallas, TX",103.04
"Monroe, LA","Houston, TX",66.77
"Monterey, CA","Denver, CO",202.22
"Monterey, CA","Las Vegas, NV",83.67
"Monterey, CA","Long Beach, CA",63.85
"Monterey, CA","Los Angeles, CA",82.38
"Monterey, CA","Ontario, CA",61.41
"Monterey, CA","Phoenix, AZ",124.59
"Monterey, CA","Salt Lake City, UT",165.0
"Monterey, CA","San Diego, CA",71.86
"Monterey, CA","San Francisco, CA",40.46
"Montgomery, AL","Atlanta, GA",122.19
"Montgomery, AL","Houston, TX",113.05
"Montgomery, AL","Memphis, TN",79.42
"Montrose, CO","Atlanta, GA",306.19
"Montrose, CO","Chicago, IL",218.0
"Montrose, CO","Dallas, TX",176.09
"Montrose, CO","Denver, CO",68.9
"Montrose, CO","Houston, TX",213.82
"Montrose, CO","Los Angeles, CA",73.0
"Montrose, CO","Newark, NJ",363.56
"Montrose, CO","Salt Lake City, UT",68.89
"Mosinee, WI","Chicago, IL",69.98
"Mosinee, WI","Detroit, MI",147.29
"Mosinee, WI","Milwaukee, WI",46.72
"Mosinee, WI","Minneapolis, MN",68.0
"Muskegon, MI","Flint, MI",38.68
"Muskegon, MI","Grand Rapids, MI",28.8
"Myrtle Beach, SC","Atlanta, GA",111.99
"Myrtle Beach, SC","Boston, MA",125.75
"Myrtle Beach, SC","Charlotte, NC",57.63
"Myrtle Beach, SC","Detroit, MI",124.82
"Myrtle Beach, SC","Minneapolis, MN",119.9
"Myrtle Beach, SC","New York, NY",115.84
"Myrtle Beach, SC","Newark, NJ",118.3
"Myrtle Beach, SC","Washington, DC",86.33
"Nantucket, MA","New York, NY",54.0
"Nantucket, MA","Newark, NJ",92.84
"Nashville, TN","Atlanta, GA",129.87
"Nashville, TN","Austin, TX",130.36
"Nashville, TN","BWI Airport, MD",153.52
"Nashville, TN","Birmingham, AL",45.27
"Nashville, TN","Boston, MA",214.27
"Nashville, TN","Charlotte, NC",137.14
"Nashville, TN","Chicago, IL",97.79
"Nashville, TN","Cincinnati, OH",127.72
"Nashville, TN","Cleveland, OH",143.56
"Nashville, TN","Columbus, OH",126.11
"Nashville, TN","Dallas, TX",123.76
"Nashville, TN","Denver, CO",111.97
"Nashville, TN","Detroit, MI",156.72
"Nashville, TN","Fort Lauderdale, FL",184.13
"Nashville, TN","Houston, TX",128.45
"Nashville, TN","Jacksonville, FL",141.23
"Nashville, TN","Kansas City, MO",95.92
"Nashville, TN","Las Vegas, NV",122.54
"Nashville, TN","Los Angeles, CA",148.95
"Nashville, TN","Memphis, TN",67.55
"Nashville, TN","Miami, FL",186.74
"Nashville, TN","Milwaukee, WI",92.66
"Nashville, TN","Minneapolis, MN",135.98
"Nashville, TN","New Orleans, LA",84.35
"Nashville, TN","New York, NY",196.71
"Nashville, TN","Newark, NJ",200.4
"Nashville, TN","Norfolk, VA",155.5
"Nashville, TN","Oakland, CA",169.12
"Nashville, TN","Ontario, CA",139.67
"Nashville, TN","Orlando, FL",161.48
"Nashville, TN","Philadelphia, PA",175.24
"Nashville, TN","Phoenix, AZ",133.89
"Nashville, TN","Providence, RI",187.41
"Nashville, TN","Rdu Airport, NC",139.34
"Nashville, TN","Saint Louis, MO",70.03
"Nashville, TN","Salt Lake City, UT",163.81
"Nashville, TN","San Antonio, TX",139.96
"Nashville, TN","San Diego, CA",139.89
"Nashville, TN","Seattle, WA",166.33
"Nashville, TN","Tampa, FL",158.29
"Nashville, TN","Washington, DC",158.03
"Nashville, TN","Windsor Locks, CT",189.68
"New Bern, NC","Atlanta, GA",100.31
"New Orleans, LA","Atlanta, GA",146.82
"New Orleans, LA","Austin, TX",87.66
"New Orleans, LA","BWI Airport, MD",196.73
"New Orleans, LA","Birmingham, AL",59.19
"New Orleans, LA","Boston, MA",247.8
"New Orleans, LA","Charlotte, NC",166.35
"New Orleans, LA","Chicago, IL",146.69
"New Orleans, LA","Cincinnati, OH",184.3
"New Orleans, LA","Cleveland, OH",197.29
"New Orleans, LA","Columbus, OH",180.0
"New Orleans, LA","Dallas, TX",91.32
"New Orleans, LA","Denver, CO",112.75
"New Orleans, LA","Detroit, MI",204.5
"New Orleans, LA","Fort Lauderdale, FL",163.23
"New Orleans, LA","Houston, TX",72.0
"New Orleans, LA","Jacksonville, FL",145.45
"New Orleans, LA","Kansas City, MO",122.18
"New Orleans, LA","Las Vegas, NV",106.95
"New Orleans, LA","Los Angeles, CA",132.61
"New Orleans, LA","Memphis, TN",84.41
"New Orleans, LA","Miami, FL",163.66
"New Orleans, LA","Minneapolis, MN",174.43
"New Orleans, LA","Nashville, TN",82.12
"New Orleans, LA","New York, NY",233.7
"New Orleans, LA","Newark, NJ",240.75
"New Orleans, LA","Orlando, FL",155.09
"New Orleans, LA","Philadelphia, PA",226.79
"New Orleans, LA","Phoenix, AZ",103.63
"New Orleans, LA","Rdu Airport, NC",178.54
"New Orleans, LA","Salt Lake City, UT",170.14
"New Orleans, LA","San Antonio, TX",92.98
"New Orleans, LA","Tampa, FL",142.72
"New Orleans, LA","Washington, DC",200.84
"New York, NY","Aguadilla, PR",262.47
"New York, NY","Albany, NY",68.33
"New York, NY","Atlanta, GA",158.26
"New York, NY","Augusta, GA",136.0
"New York, NY","Austin, TX",200.57
"New York, NY","BWI Airport, MD",85.4
"New York, NY","Bangor, ME",114.46
"New York, NY","Birmingham, AL",107.0
"New York, NY","Boston, MA",81.52
"New York, NY","Buffalo, NY",93.49
"New York, NY","Burbank, CA",202.31
"New York, NY","Charleston, SC",148.48
"New York, NY","Charlotte Amalie, VI",267.0
"New York, NY","Charlotte, NC",133.18
"New York, NY","Chicago, IL",108.7
"New York, NY","Cincinnati, OH",142.2
"New York, NY","Cleveland, OH",114.52
"New York, NY","Columbia, SC",127.59
"New York, NY","Columbus, OH",122.89
"New York, NY","Dallas, TX",185.84
"New York, NY","Daytona Beach, FL",171.03
"New York, NY","Denver, CO",151.03
"New York, NY","Des Moines, IA",137.39
"New York, NY","Detroit, MI",131.26
"New York, NY","Eagle, CO",190.67
"New York, NY","Fayetteville / Springdale, AR",157.31
"New York, NY","Flint, MI",126.53
"New York, NY","Fort Lauderdale, FL",193.68
"New York, NY","Fort Myers, FL",201.07
"New York, NY","Grand Rapids, MI",137.51
"New York, NY","Greensboro, NC",120.03
"New York, NY","Greenville, SC",140.86
"New York, NY","Hayden, CO",168.0
"New York, NY","Houston, TX",187.09
"New York, NY","Huntsville, AL",102.64
"New York, NY","Indianapolis, IN",154.87
"New York, NY","Jacksonville, FL",163.0
"New York, NY","Knoxville, TN",138.42
"New York, NY","Las Vegas, NV",176.77
"New York, NY","Lexington, KY",124.48
"New York, NY","Long Beach, CA",201.68
"New York, NY","Los Angeles, CA",200.59
"New York, NY","Louisville, KY",152.37
"New York, NY","Madison, WI",100.46
"New York, NY","Melbourne, FL",200.0
"New York, NY","Memphis, TN",126.45
"New York, NY","Miami, FL",195.4
"New York, NY","Milwaukee, WI",87.55
"New York, NY","Minneapolis, MN",131.2
"New York, NY","Myrtle Beach, SC",129.47
"New York, NY","Nashville, TN",95.54
"New York, NY","New Orleans, LA",154.69
"New York, NY","New York, NY",48.0
"New York, NY","Newport News, VA",86.54
"New York, NY","Norfolk, VA",109.5
"New York, NY","North Canton, OH",99.63
"New York, NY","Oakland, CA",221.69
"New York, NY","Ontario, CA",189.66
"New York, NY","Orlando, FL",179.82
"New York, NY","Philadelphia, PA",84.0
"New York, NY","Phoenix, AZ",187.19
"New York, NY","Pittsburgh, PA",110.97
"New York, NY","Ponce, PR",254.38
"New York, NY","Portland, ME",84.92
"New York, NY","Portland, OR",204.2
"New York, NY","Providence, RI",78.98
"New York, NY","Rdu Airport, NC",112.84
"New York, NY","Richmond, VA",100.09
"New York, NY","Rochester, NY",94.63
"New York, NY","Sacramento, CA",203.5
"New York, NY","Saint Louis, MO",118.02
"New York, NY","Salt Lake City, UT",208.77
"New York, NY","San Diego, CA",199.7
"New York, NY","San Francisco, CA",219.14
"New York, NY","San Jose, CA",224.41
"New York, NY","San Juan, PR",267.14
"New York, NY","Sarasota, FL",182.26
"New York, NY","Savannah, GA",152.86
"New York, NY","Seattle, WA",202.15
"New York, NY","South Burlington, VT",88.18
"New York, NY","Syracuse, NY",84.2
"New York, NY","Tampa, FL",189.58
"New York, NY","Traverse City, MI",129.0
"New York, NY","Tucson, AZ",193.81
"New York, NY","Valparaiso, FL",175.0
"New York, NY","Washington, DC",84.05
"New York, NY","West Palm Beach, FL",186.05
"New York, NY","White Plains, NY",51.0
"New York, NY","Windsor Locks, CT",76.04
"Newark, NJ","Aguadilla, PR",257.29
"Newark, NJ","Albany, NY",71.48
"Newark, NJ","Albuquerque, NM",195.75
"Newark, NJ","Asheville, NC",124.52
"Newark, NJ","Atlanta, GA",152.71
"Newark, NJ","Austin, TX",196.29
"Newark, NJ","BWI Airport, MD",68.97
"Newark, NJ","Bangor, ME",86.77
"Newark, NJ","Birmingham, AL",118.2
"Newark, NJ","Boston, MA",84.74
"Newark, NJ","Buffalo, NY",86.36
"Newark, NJ","Charleston, SC",138.75
"Newark, NJ","Charlotte Amalie, VI",280.51
"Newark, NJ","Charlotte, NC",124.43
"Newark, NJ","Chicago, IL",101.95
"Newark, NJ","Cincinnati, OH",135.71
"Newark, NJ","Cleveland, OH",104.43
"Newark, NJ","Columbia, SC",132.7
"Newark, NJ","Columbus, OH",114.64
"Newark, NJ","Dallas, TX",181.2
"Newark, NJ","Dayton, OH",126.42
"Newark, NJ","Daytona Beach, FL",169.09
"Newark, NJ","Denver, CO",146.33
"Newark, NJ","Detroit, MI",127.37
"Newark, NJ","Eagle, CO",159.44
"Newark, NJ","Fayetteville / Springdale, AR",146.27
"Newark, NJ","Fort Lauderdale, FL",182.82
"Newark, NJ","Fort Myers, FL",187.28
"Newark, NJ","Grand Rapids, MI",126.42
"Newark, NJ","Greensboro, NC",108.09
"Newark, NJ","Greenville, SC",128.92
"Newark, NJ","Hayden, CO",158.67
"Newark, NJ","Honolulu, HI",312.59
"Newark, NJ","Houston, TX",176.48
"Newark, NJ","Indianapolis, IN",141.57
"Newark, NJ","Jackson, MS",142.53
"Newark, NJ","Jacksonville, FL",154.41
"Newark, NJ","Kansas City, MO",140.84
"Newark, NJ","Knoxville, TN",141.93
"Newark, NJ","Las Vegas, NV",162.11
"Newark, NJ","Lexington, KY",131.62
"Newark, NJ","Little Rock, AR",156.04
"Newark, NJ","Los Angeles, CA",192.88
"Newark, NJ","Louisville, KY",148.27
"Newark, NJ","Madison, WI",91.51
"Newark, NJ","Manchester, NH",74.33
"Newark, NJ","Memphis, TN",122.55
"Newark, NJ","Miami, FL",185.82
"Newark, NJ","Milwaukee, WI",91.43
"Newark, NJ","Minneapolis, MN",130.74
"Newark, NJ","Montrose, CO",196.0
"Newark, NJ","Myrtle Beach, SC",116.73
"Newark, NJ","Nantucket, MA",83.0
"Newark, NJ","Nashville, TN",97.93
"Newark, NJ","New Orleans, LA",149.61
"Newark, NJ","Norfolk, VA",89.03
"Newark, NJ","Oklahoma City, OK",175.84
"Newark, NJ","Omaha, NE",144.36
"Newark, NJ","Orange County, CA",188.64
"Newark, NJ","Orlando, FL",170.72
"Newark, NJ","Phoenix, AZ",173.21
"Newark, NJ","Pittsburgh, PA",98.66
"Newark, NJ","Portland, ME",82.19
"Newark, NJ","Portland, OR",186.08
"Newark, NJ","Providence, RI",64.78
"Newark, NJ","Rdu Airport, NC",106.04
"Newark, NJ","Richmond, VA",91.92
"Newark, NJ","Rochester, NY",82.01
"Newark, NJ","Saint Louis, MO",116.51
"Newark, NJ","Salt Lake City, UT",192.22
"Newark, NJ","San Antonio, TX",199.71
"Newark, NJ","San Diego, CA",183.72
"Newark, NJ","San Francisco, CA",209.35
"Newark, NJ","San Jose, CA",207.56
"Newark, NJ","San Juan, PR",260.74
"Newark, NJ","Sarasota, FL",183.71
"Newark, NJ","Savannah, GA",149.54
"Newark, NJ","Seattle, WA",183.09
"Newark, NJ","South Burlington, VT",77.48
"Newark, NJ","Syracuse, NY",73.64
"Newark, NJ","Tampa, FL",178.37
"Newark, NJ","Tucson, AZ",181.5
"Newark, NJ","Tulsa, OK",167.93
"Newark, NJ","Washington, DC",81.17
"Newark, NJ","West Palm Beach, FL",177.92
"Newark, NJ","Windsor Locks, CT",60.34
"Newburgh, NY","Atlanta, GA",154.67
"Newburgh, NY","Boston, MA",41.0
"Newburgh, NY","Detroit, MI",120.2
"Newburgh, NY","Fort Lauderdale, FL",190.19
"Newburgh, NY","Orlando, FL",173.16
"Newburgh, NY","Tampa, FL",180.64
"Newburgh, NY","West Palm Beach, FL",180.92
"Newburgh, NY","Windsor Locks, CT",50.0
"Newport News, VA","Atlanta, GA",111.53
"Newport News, VA","Boston, MA",96.07
"Newport News, VA","Fort Lauderdale, FL",134.73
"Newport News, VA","New York, NY",91.69
"Newport News, VA","Orlando, FL",118.53
"Newport News, VA","Tampa, FL",124.14
"Nome, AK","Anchorage, AK",82.97
"Nome, AK","Kotzebue, AK",43.86
"Norfolk, VA","Atlanta, GA",115.32
"Norfolk, VA","BWI Airport, MD",50.52
"Norfolk, VA","Boise, ID",200.0
"Norfolk, VA","Boston, MA",105.9
